word,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14
1,0.14820101221906395,0.009306528825950528,-0.21019386371803103,-1.5343256000493313,3.866385438989915,1.6695560317989302,1.822111576653913,-3.803539349306655,0.5929636085350565,-2.937064371836104,-1.2131851807826286,0.8463198232212563,-1.9061970189557258,-1.6863034946334936,1.8742388092550013
10,-0.42831384904833003,-0.24383606532339996,-1.1238882326573372,1.627501384361472,-1.0706695812439386,0.7261552604043814,-0.0019340379383983274,-0.8286672206708827,-0.17371506781479235,3.1626955764982547,-1.1750796950221374,-2.5438720618299784,-0.6978006918658155,0.31998867690498406,-0.513855613265617
11,2.4539343640886995,0.013674699667636804,1.5825768880449762,2.295969774566154,-3.1756246495279488,-0.06132419840270267,0.36242243522384204,-0.08355814401579817,0.4382867613499621,1.8051190191001616,-0.18065093414014882,0.36684718805959404,-1.7131213802626852,-2.3309393045424907,-2.1740475605191905
13,0.039384865458793716,-0.24378384071058992,-0.2345574878177254,-1.1035584583265663,-1.6978876882572904,-0.4958417495082809,0.02090684616460477,-0.33957859681754266,0.6800676632410275,1.7540202825696176,0.28266796543441775,-1.754060638589918,-0.2191621015055517,-0.7926806342188447,-0.20726454058282656
1318,-0.14181894639513745,0.054192783819656046,0.33902746295522557,0.38017229529012886,0.9097818069412726,0.7427777310154937,-0.6207598877783618,-1.7168732270204328,-1.820279712325254,-0.018644998436839883,-1.078977315004924,0.3606567316237241,1.3691341706303009,-1.5831015241157318,0.7242946986916792
14,-0.14537839646177889,0.9973636755020271,-0.30823453662256,-0.48018363977605644,-1.123756217052067,1.267024121857218,0.04067239533177181,-1.252390333406832,2.1080619703041372,-1.0464686460239716,0.4989365261130572,1.3421200312932124,-0.223161518339968,-0.5557361751155583,0.22658648583012425
144,-1.0390884067787958,0.5368252359367717,1.0396874370105327,-0.11039434864478118,-0.7981119843741097,-1.799528485757347,0.42067671312175325,0.03268577019946514,2.531737755276121,1.350791365785051,-1.1907158958296034,1.8586340577824423,0.21935032245383987,0.962353419347533,-0.9451939049871279
15,-1.1454313910264102,-0.24866814317320757,1.3403070008952431,-3.175253512333796,1.1991440584041986,3.0449259165258105,0.8870571995929682,2.4181321511658993,-0.3888623977597746,2.342909669443789,0.12148587305487459,-1.9292086384526654,1.0595297278744493,3.4601156728640485,-0.4168857760149355
150303,0.009938469197879314,0.13692638129508977,1.2283033158809533,-0.8721042996044583,0.25683102948873354,0.2889615836347419,-0.48917351286595095,0.2917473211264561,-1.3015788077226287,-0.3446262638013165,0.007586466076935781,-1.505379902790789,0.6990268016570713,0.24661048922142764,-0.3333258606803854
16,0.17386714323880514,-0.7230806257438537,1.742129777150291,1.2575196895869063,0.2653199072385691,-0.2717247981585679,0.9702494596220402,0.06770131572858021,0.5812880089004775,-0.4371191272438823,-0.917099663846076,0.4871551873911441,0.9902315973633805,-0.44355166108819394,-0.18334409464694934
190525,0.34286641801424894,0.21491684017444979,1.0737383168961352,-0.8487654865903765,0.7300222708178162,0.49414781748399217,-0.3314089418616664,-0.05553586149277755,-1.9028036087528706,-1.135945064830929,-0.5210723667675065,-0.6045978114729721,0.06395594750428214,0.2703146935433226,0.5251857738431753
